Zip,Total.Population,Median_Household_income,Water.Use,Power.Use,place_geoid,Median.Age,Average.Household.Size,Mean_income,City
90001,57110,"$33,887 ",15.08,318,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.03,352,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.53,310,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",10.58,315,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.7,367,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.81,300,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",10.4,334,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.07,328,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.43,378,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",21.66,312,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",8.14,340,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",16.34,312,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.53,326,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.56,294,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",16.55,328,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.65,353,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",12.37,339,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.42,382,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.8,345,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",9.44,332,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.3,381,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.05,362,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.63,316,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",11.77,360,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",16.56,311,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.79,325,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.29,307,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.07,305,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.49,312,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17,353,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",16.12,322,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.64,320,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.37,339,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",9.03,379,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.73,329,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.97,307,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",22.5,310,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.26,313,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.24,360,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.92,312,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.05,342,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.62,303,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.96,333,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",16.21,297,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.82,344,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.69,377,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.61,362,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.08,310,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.38,332,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",10.59,309,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",10.44,340,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.01,360,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.08,379,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",22.22,359,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.25,362,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.88,328,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.06,371,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",16.96,377,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.47,313,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",12.6,328,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.53,382,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.83,313,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.3,331,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",23.11,374,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.61,355,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.03,343,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.62,297,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",9.01,363,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",22.42,340,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.15,316,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.17,325,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.95,346,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.13,390,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.93,348,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.93,317,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.86,378,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",21.52,329,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.33,320,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",15.25,319,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",11.43,344,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.93,326,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",19.1,355,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",9.01,386,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.17,325,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",20.94,325,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",22.93,321,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.96,333,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.95,318,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",13.82,371,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",22.05,377,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",18.25,322,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.73,329,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",14.29,351,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",9.32,294,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",22.12,358,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90001,57110,"$33,887 ",17.75,300,16000US0644000,26.6,4.4,"$42,625 ",Los Angeles
90002,51223,"$30,413 ",17.19,339,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",24.08,380,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.93,395,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",21.31,378,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.46,384,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.13,372,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.39,339,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",24.7,369,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.99,353,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.55,319,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.98,393,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",21.32,346,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.69,357,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.36,328,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.01,343,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.66,351,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.47,400,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",21.08,347,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",22.7,357,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.74,344,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.18,382,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",14.65,324,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.54,340,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.13,364,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.69,352,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.37,355,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.72,317,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.53,354,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",9.02,332,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",13.99,336,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.33,333,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.07,344,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.11,361,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",22.09,358,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",9.86,388,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",20.71,358,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",24.71,396,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.7,385,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",10.32,347,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",10.52,311,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",14.04,339,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",11.3,333,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",9.66,405,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.37,329,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.15,353,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",9.99,366,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.33,346,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.87,335,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.97,346,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",22.07,339,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.93,318,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.11,390,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",23.57,377,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.91,345,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.13,333,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",20.55,333,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.57,326,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",14.99,342,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.01,405,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.37,364,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.79,333,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.45,413,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",24.27,353,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",21.27,356,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.75,356,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.45,363,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",12.16,388,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.01,329,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.11,356,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",10.99,348,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",11.37,329,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.46,348,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",23.94,410,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.43,421,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.29,355,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.16,366,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.34,381,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.14,408,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",21.53,344,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.67,327,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.74,400,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",21.47,367,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",20.33,381,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",15.52,386,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.68,313,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",11,355,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.69,329,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",22.55,346,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",18.57,334,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.78,329,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.12,349,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.2,365,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",17.62,336,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",16.14,348,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",19.66,357,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90002,51223,"$30,413 ",11.98,359,16000US0644000,25.5,4.36,"$40,278 ",Los Angeles
90003,66266,"$30,805 ",17.09,341,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",8.73,303,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.47,309,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.69,302,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.94,360,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",15.78,306,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.19,337,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.27,315,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.97,297,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.77,319,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.97,309,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.22,334,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.24,345,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",21.98,333,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.2,355,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.23,312,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.68,314,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.74,330,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",9.54,329,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.37,355,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.72,296,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.22,318,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",10,277,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.31,301,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.76,333,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.43,311,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",10.94,292,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.42,341,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",9.96,308,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.05,300,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.71,314,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.78,315,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.1,301,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.88,284,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",10.6,322,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.69,293,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.04,315,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.91,344,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.99,293,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.73,310,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.75,310,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",22.37,342,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.94,309,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.17,293,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",21.6,337,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.08,313,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.62,323,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.8,313,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.27,323,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.52,309,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.81,315,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",9.61,352,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.58,301,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.82,303,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",22.01,355,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.59,316,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",11.54,339,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.25,285,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",15.13,297,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",22.7,313,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.59,296,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",15.19,306,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.18,321,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.79,305,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",10.84,295,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.77,292,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.2,294,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",9.68,345,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.44,293,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.75,306,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.77,313,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.65,349,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.59,306,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.05,345,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.67,325,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",21.19,302,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",20.46,332,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.02,302,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.6,328,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",18.41,331,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.15,307,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.18,356,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.65,326,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",16.83,342,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",19.36,364,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
90003,66266,"$30,805 ",17.69,284,16000US0644000,26.3,4.22,"$39,552 ",Los Angeles
